make,Year,mpg,Displacement,price
Chevrolet,2017,18.0,3.6,15900
Chevrolet,2017,19.0,3.6,15900
Toyota,2015,23.0,2.5,17199
Chevrolet,2017,30.0,1.4,14100
Chevrolet,2017,28.0,1.4,14100
Chevrolet,2017,31.0,1.6,14100
Chevrolet,2017,30.0,1.6,14100
Audi,2017,25.0,2.0,24030
Volkswagen,2017,20.0,2.0,21400
Lexus,2015,19.0,3.5,22199
Hyundai,2017,26.0,1.6,11300
Hyundai,2017,27.0,1.6,11300
Toyota,2017,27.0,1.8,16000
Toyota,2017,28.0,1.8,16000
Toyota,2017,28.0,1.8,16000
Lexus,2015,21.0,2.5,18999
Cadillac,2016,22.0,2.0,20500
Cadillac,2016,20.0,2.0,20500
Cadillac,2016,20.0,3.6,20500
Cadillac,2016,22.0,2.5,20500
Nissan,2017,21.0,3.5,19300
Nissan,2015,27.0,1.8,12000
Nissan,2015,29.0,1.8,12000
Chevrolet,2017,27.0,1.5,15600
Chevrolet,2017,22.0,2.0,15600
Chevrolet,2016,26.0,1.4,14800
Chevrolet,2015,26.0,1.4,16400
Nissan,2017,27.0,1.8,12900
Nissan,2017,29.0,1.8,12900
Nissan,2017,26.0,1.6,12900
Nissan,2017,27.0,1.6,12900
Toyota,2017,21.0,3.5,14999
Toyota,2017,24.0,2.5,14999
Toyota,2017,27.0,1.8,16300
Toyota,2017,28.0,1.8,16300
Toyota,2017,28.0,1.8,16300
Volkswagen,2016,21.0,2.0,17100
Dodge,2017,19.0,3.6,21700
Dodge,2017,16.0,5.7,21700
Dodge,2017,15.0,6.4,21700
Dodge,2017,19.0,3.6,21700
Chevrolet,2017,22.0,2.5,18800
Chevrolet,2017,18.0,3.6,18800
Chevrolet,2017,19.0,3.6,18800
Toyota,2017,21.0,3.5,18400
Toyota,2017,24.0,2.5,18400
Toyota,2016,25.0,2.5,16200
Toyota,2016,21.0,3.5,16200
Honda,2014,26.0,2.4,17100
Honda,2014,21.0,3.5,17100
Honda,2014,18.0,3.5,17100
Honda,2014,24.0,2.4,17100
Honda,2014,26.0,2.4,17100
Honda,2014,21.0,3.5,17100
Ford,2017,21.0,2.3,24199
Ford,2017,21.0,2.3,24199
Ford,2017,18.0,3.7,24199
Ford,2017,18.0,3.7,24199
Ford,2017,15.0,5.0,24199
Ford,2017,15.0,5.0,24199
Dodge,2016,19.0,2.4,19400
Dodge,2016,17.0,3.6,19400
Audi,2016,23.0,1.8,17999
Kia,2015,20.0,2.0,15300
Kia,2015,23.0,2.4,15300
Volkswagen,2013,22.0,2.0,13200
Volkswagen,2013,17.0,3.6,13200
Volkswagen,2013,21.0,2.0,13200
Toyota,2018,29.0,2.5,17985
Toyota,2018,22.0,3.5,17985
Chrysler,2016,19.0,3.6,20900
Chrysler,2016,19.0,3.6,20900
Chrysler,2016,16.0,5.7,20900
Toyota,2016,27.0,1.8,13800
Toyota,2016,28.0,1.8,13800
Toyota,2016,29.0,1.8,13800
Toyota,2016,28.0,1.8,13800
Chevrolet,2017,22.0,2.5,19600
Chevrolet,2017,18.0,3.6,19600
Chevrolet,2017,19.0,3.6,19600
Nissan,2015,27.0,2.5,15100
Nissan,2015,22.0,3.5,15100
Chevrolet,2017,30.0,1.4,14600
Chevrolet,2017,28.0,1.4,14600
Chevrolet,2017,31.0,1.6,14600
Chevrolet,2017,30.0,1.6,14600
Volkswagen,2013,27.0,2.0,12900
Volkswagen,2013,21.0,2.0,12900
Volkswagen,2013,28.0,2.0,12900
Volkswagen,2013,22.0,2.5,12900
Volkswagen,2013,22.0,2.0,12900
Volkswagen,2013,22.0,2.5,12900
Infiniti,2015,20.0,3.7,19400
Toyota,2017,23.0,2.5,17300
Kia,2017,28.0,1.6,14900
Kia,2017,22.0,2.0,14900
Kia,2017,24.0,2.4,14900
Volkswagen,2014,28.0,2.0,16600
Volkswagen,2014,27.0,2.0,16600
Volkswagen,2014,24.0,2.0,16600
Volkswagen,2014,22.0,2.5,16600
Volkswagen,2014,22.0,2.5,16600
Volkswagen,2014,23.0,2.0,16600
Volkswagen,2014,25.0,1.8,16600
Volkswagen,2014,24.0,1.8,16600
Ford,2017,21.0,2.3,20100
Ford,2017,21.0,2.3,20100
Ford,2017,18.0,3.7,20100
Ford,2017,18.0,3.7,20100
Ford,2017,15.0,5.0,20100
Ford,2017,15.0,5.0,20100
Buick,2015,25.0,1.4,14500
Hyundai,2016,20.0,3.3,19300
Nissan,2017,27.0,2.5,15380
Nissan,2017,22.0,3.5,15380
Kia,2018,29.0,2.0,14500
Kia,2018,25.0,2.0,14500
Kia,2018,25.0,2.0,14500
Lexus,2016,21.0,3.5,22599
Hyundai,2015,24.0,2.4,13400
Hyundai,2015,22.0,2.0,13400
Hyundai,2015,28.0,1.6,13400
Toyota,2016,25.0,2.5,16100
Toyota,2016,21.0,3.5,16100
Chevrolet,2017,22.0,2.5,19200
Chevrolet,2017,18.0,3.6,19200
Chevrolet,2017,19.0,3.6,19200
Nissan,2016,27.0,2.5,16600
Nissan,2016,22.0,3.5,16600
Hyundai,2016,22.0,2.0,14800
Hyundai,2016,25.0,2.4,14800
Hyundai,2016,28.0,1.6,14800
Land Rover,2015,14.0,5.0,42499
Land Rover,2015,17.0,3.0,42499
Lexus,2016,22.0,2.0,30280
Ford,2017,21.0,2.3,48480
Ford,2017,21.0,2.3,48480
Ford,2017,18.0,3.7,48480
Ford,2017,18.0,3.7,48480
Ford,2017,15.0,5.0,48480
Ford,2017,15.0,5.0,48480
Volkswagen,2013,24.0,2.0,13400
Volkswagen,2013,22.0,2.0,13400
Volkswagen,2013,29.0,2.0,13400
Volkswagen,2013,29.0,2.0,13400
Volkswagen,2013,23.0,2.0,13400
Volkswagen,2013,24.0,2.0,13400
Volkswagen,2013,24.0,2.5,13400
Volkswagen,2013,23.0,2.5,13400
Honda,2015,29.0,1.8,14600
Honda,2015,29.0,1.8,14600
Honda,2015,28.0,1.8,14600
Honda,2015,22.0,2.4,14600
Kia,2012,22.0,2.0,13700
Kia,2012,24.0,2.4,13700
Kia,2012,24.0,2.4,13700
Nissan,2017,21.0,3.5,26300
Chevrolet,2015,35.0,1.4,16380
Dodge,2017,19.0,3.6,19600
Dodge,2017,16.0,5.7,19600
Dodge,2017,15.0,6.4,19600
Dodge,2017,19.0,3.6,19600
Volkswagen,2011,24.0,2.5,12400
Volkswagen,2011,23.0,2.5,12400
Volkswagen,2011,29.0,2.0,12400
Volkswagen,2011,29.0,2.0,12400
Infiniti,2015,20.0,3.7,23900
Scion,2016,28.0,1.8,14100
Scion,2016,27.0,1.8,14100
Nissan,2017,21.0,3.5,20100
Hyundai,2017,25.0,2.4,14200
Hyundai,2017,28.0,1.6,14200
Hyundai,2017,22.0,2.0,14200
Chevrolet,2017,15.0,6.2,55999
Chevrolet,2017,16.0,6.2,55999
Chevrolet,2017,15.0,6.2,55999
Chevrolet,2017,13.0,6.2,55999
Acura,2015,24.0,2.4,20200
Acura,2015,21.0,3.5,20200
Cadillac,2016,17.0,3.6,24999
Lexus,2014,19.0,3.5,24680
Toyota,2017,23.0,2.5,20500
Chrysler,2016,19.0,3.6,17099
Chrysler,2016,19.0,3.6,17099
Chrysler,2016,16.0,5.7,17099
Chevrolet,2016,18.0,3.6,33000
Chevrolet,2016,17.0,6.2,33000
Chevrolet,2016,16.0,6.2,33000
Chevrolet,2016,19.0,3.6,33000
Chevrolet,2016,22.0,2.0,33000
Chevrolet,2016,21.0,2.0,33000
Cadillac,2016,18.0,3.6,24600
Chevrolet,2018,19.0,3.6,33000
Chevrolet,2018,14.0,6.2,33000
Chevrolet,2018,16.0,6.2,33000
Chevrolet,2018,17.0,6.2,33000
Chevrolet,2018,13.0,6.2,33000
Chevrolet,2018,22.0,2.0,33000
Chevrolet,2018,20.0,2.0,33000
Chevrolet,2018,16.0,3.6,33000
Nissan,2016,22.0,3.5,21999
Kia,2016,24.0,2.0,11999
Kia,2016,24.0,1.6,11999
Kia,2016,24.0,1.6,11999
Volkswagen,2015,22.0,2.0,14499
Volkswagen,2015,21.0,2.0,14499
Nissan,2017,31.0,1.6,12500
Nissan,2017,27.0,1.6,12500
Nissan,2017,26.0,1.6,12500
Infiniti,2017,20.0,3.0,26300
Infiniti,2017,23.0,2.0,26300
Nissan,2017,27.0,2.5,14900
Nissan,2017,22.0,3.5,14900
Hyundai,2016,28.0,1.8,14300
Hyundai,2016,27.0,1.8,14300
Hyundai,2016,24.0,2.0,14300
Hyundai,2016,24.0,2.0,14300
Chevrolet,2017,25.0,1.4,16300
Dodge,2017,17.0,3.6,16400
Dodge,2017,17.0,3.6,16400
Audi,2015,23.0,1.8,20500
Audi,2015,31.0,2.0,20500
Acura,2015,24.0,2.4,17999
Acura,2015,21.0,3.5,17999
Toyota,2018,29.0,2.5,17499
Toyota,2018,22.0,3.5,17499
Dodge,2017,19.0,3.6,26300
Dodge,2017,16.0,5.7,26300
Dodge,2017,15.0,6.4,26300
Dodge,2017,15.0,5.7,26300
Dodge,2017,14.0,6.4,26300
Kia,2017,25.0,1.6,14380
Kia,2017,25.0,2.0,14380
Kia,2017,24.0,1.6,14380
Kia,2017,26.0,1.6,14380
Kia,2016,28.0,1.6,15500
Kia,2016,22.0,2.0,15500
Kia,2016,24.0,2.4,15500
Nissan,2015,27.0,2.5,13999
Nissan,2015,22.0,3.5,13999
Kia,2017,18.0,3.3,18200
Infiniti,2015,20.0,3.7,20500
Dodge,2017,17.0,3.6,15600
Dodge,2017,17.0,3.6,15600
Dodge,2016,17.0,3.6,16900
Dodge,2016,17.0,3.6,16900
Dodge,2017,17.0,3.6,16400
Dodge,2017,17.0,3.6,16400
Chevrolet,2017,22.0,2.5,17200
Chevrolet,2017,18.0,3.6,17200
Chevrolet,2017,19.0,3.6,17200
Kia,2016,28.0,1.6,15500
Kia,2016,22.0,2.0,15500
Kia,2016,24.0,2.4,15500
Hyundai,2016,28.0,1.8,10499
Hyundai,2016,27.0,1.8,10499
Hyundai,2016,24.0,2.0,10499
Hyundai,2016,24.0,2.0,10499
Nissan,2017,31.0,1.6,8875
Nissan,2017,27.0,1.6,8875
Nissan,2017,26.0,1.6,8875
Hyundai,2015,24.0,2.4,15200
Hyundai,2015,22.0,2.0,15200
Hyundai,2015,28.0,1.6,15200
Nissan,2015,27.0,1.8,14480
Nissan,2015,29.0,1.8,14480
Hyundai,2017,26.0,1.6,11600
Hyundai,2017,27.0,1.6,11600
Volkswagen,2017,20.0,3.6,15100
Volkswagen,2017,23.0,1.8,15100
Kia,2015,18.0,3.3,19499
Chevrolet,2016,43.0,1.5,20000
Nissan,2016,27.0,2.5,15700
Nissan,2016,22.0,3.5,15700
Hyundai,2015,24.0,2.4,15500
Hyundai,2015,22.0,2.0,15500
Hyundai,2015,28.0,1.6,15500
Chevrolet,2016,30.0,1.4,14800
Chevrolet,2016,28.0,1.4,14800
Infiniti,2016,17.0,3.7,24900
Audi,2016,24.0,2.0,39988
Nissan,2017,21.0,3.5,17395
Volkswagen,2014,29.0,2.0,14700
Volkswagen,2014,29.0,2.0,14700
Volkswagen,2014,26.0,1.8,14700
Volkswagen,2014,25.0,1.8,14700
Volkswagen,2014,24.0,2.0,14700
Volkswagen,2014,23.0,2.0,14700
Volkswagen,2014,23.0,2.0,14700
Volkswagen,2014,24.0,2.0,14700
Buick,2017,25.0,1.4,19100
Buick,2017,27.0,1.4,19100
Lexus,2015,19.0,3.5,29455
Volkswagen,2013,27.0,2.0,13400
Volkswagen,2013,21.0,2.0,13400
Volkswagen,2013,28.0,2.0,13400
Volkswagen,2013,22.0,2.5,13400
Volkswagen,2013,22.0,2.0,13400
Volkswagen,2013,22.0,2.5,13400
Lexus,2016,21.0,3.5,26855
Chevrolet,2017,22.0,2.5,16999
Chevrolet,2017,18.0,3.6,16999
Chevrolet,2017,19.0,3.6,16999
Lexus,2018,22.0,2.0,38130
Infiniti,2015,16.0,5.6,27300
Infiniti,2015,18.0,3.7,27300
Volkswagen,2016,21.0,2.0,17900
Kia,2015,20.0,2.0,12700
Kia,2015,23.0,2.4,12700
Chevrolet,2016,26.0,1.4,15000
Acura,2016,20.0,3.5,26100
Chevrolet,2015,13.0,7.0,24200
Chevrolet,2015,15.0,6.2,24200
Chevrolet,2015,19.0,3.6,24200
Chevrolet,2015,18.0,3.6,24200
Chevrolet,2015,17.0,3.6,24200
Chevrolet,2015,16.0,6.2,24200
Chevrolet,2015,12.0,6.2,24200
Chevrolet,2015,14.0,6.2,24200
Ford,2015,17.0,3.7,19500
Ford,2015,19.0,3.7,19500
Ford,2015,15.0,5.0,19500
Ford,2015,22.0,2.3,19500
Ford,2015,21.0,2.3,19500
Ford,2015,16.0,5.0,19500
Nissan,2014,27.0,1.8,10100
Nissan,2014,30.0,1.8,10100
Nissan,2014,29.0,1.8,10100
Volkswagen,2014,22.0,2.0,15000
Volkswagen,2014,21.0,2.0,15000
Chevrolet,2017,22.0,2.5,20800
Chevrolet,2017,18.0,3.6,20800
Chevrolet,2017,19.0,3.6,20800
Hyundai,2015,24.0,2.0,12000
Hyundai,2015,24.0,2.0,12000
Hyundai,2015,27.0,1.8,12000
Hyundai,2015,27.0,1.8,12000
Hyundai,2017,28.0,2.0,12600
Hyundai,2017,26.0,2.0,12600
Hyundai,2017,32.0,1.4,12600
Hyundai,2017,26.0,1.6,12600
Hyundai,2017,22.0,1.6,12600
Land Rover,2016,14.0,5.0,53400
Land Rover,2016,17.0,3.0,53400
Kia,2015,18.0,3.8,20499
Kia,2015,15.0,5.0,20499
Lexus,2016,21.0,3.5,29080
Dodge,2016,19.0,3.6,20900
Dodge,2016,16.0,5.7,20900
Dodge,2016,15.0,6.4,20900
Dodge,2016,15.0,5.7,20900
Dodge,2016,14.0,6.4,20900
Toyota,2018,28.0,1.8,15500
Toyota,2018,28.0,1.8,15500
Toyota,2018,27.0,1.8,15500
Volkswagen,2015,21.0,2.0,17200
Land Rover,2018,18.0,3.0,45855
Land Rover,2018,21.0,2.0,45855
Land Rover,2018,26.0,2.0,45855
Audi,2014,18.0,3.0,25785
Audi,2014,20.0,2.0,25785
Audi,2014,23.0,3.0,25785
Nissan,2018,27.0,2.5,19200
Nissan,2018,22.0,3.5,19200
Audi,2017,25.0,2.0,29000
Volkswagen,2013,24.0,2.0,12500
Volkswagen,2013,22.0,2.0,12500
Volkswagen,2013,29.0,2.0,12500
Volkswagen,2013,29.0,2.0,12500
Volkswagen,2013,23.0,2.0,12500
Volkswagen,2013,24.0,2.0,12500
Volkswagen,2013,24.0,2.5,12500
Volkswagen,2013,23.0,2.5,12500
Chevrolet,2017,22.0,2.5,16500
Chevrolet,2017,18.0,3.6,16500
Chevrolet,2017,19.0,3.6,16500
Nissan,2017,27.0,1.8,13300
Nissan,2017,29.0,1.8,13300
Nissan,2017,26.0,1.6,13300
Nissan,2017,27.0,1.6,13300
Lexus,2017,20.0,3.5,42500
Kia,2015,20.0,2.0,15900
Kia,2015,23.0,2.4,15900
Hyundai,2016,22.0,2.0,15900
Hyundai,2016,25.0,2.4,15900
Hyundai,2016,28.0,1.6,15900
Toyota,2015,29.0,1.8,14100
Toyota,2015,27.0,1.8,14100
Toyota,2015,28.0,1.8,14100
Toyota,2015,28.0,1.8,14100
Volkswagen,2013,29.0,2.0,14700
Volkswagen,2013,29.0,2.0,14700
Volkswagen,2013,24.0,2.5,14700
Volkswagen,2013,23.0,2.5,14700
Nissan,2017,27.0,2.5,13800
Nissan,2017,22.0,3.5,13800
Infiniti,2017,19.0,3.0,27880
Infiniti,2017,22.0,2.0,27880
Hyundai,2017,26.0,1.6,9275
Hyundai,2017,27.0,1.6,9275
Buick,2018,21.0,3.6,21930
Volkswagen,2014,20.0,3.6,12200
Volkswagen,2014,30.0,2.0,12200
Volkswagen,2014,24.0,1.8,12200
Volkswagen,2014,24.0,1.8,12200
Volkswagen,2014,22.0,2.5,12200
Volkswagen,2014,22.0,2.5,12200
Toyota,2015,21.0,3.5,18999
Hyundai,2016,22.0,2.0,15700
Hyundai,2016,25.0,2.4,15700
Hyundai,2016,28.0,1.6,15700
Toyota,2015,50.0,1.8,17200
Toyota,2017,27.0,1.8,11999
Toyota,2017,28.0,1.8,11999
Toyota,2017,28.0,1.8,11999
Honda,2016,18.0,3.5,21600
Honda,2016,21.0,3.5,21600
Honda,2016,21.0,3.5,21600
Honda,2016,23.0,2.4,21600
Honda,2016,27.0,2.4,21600
Honda,2016,26.0,2.4,21600
Hyundai,2016,22.0,2.0,14600
Hyundai,2016,25.0,2.4,14600
Hyundai,2016,28.0,1.6,14600
Volkswagen,2018,26.0,2.0,13999
Chevrolet,2016,19.0,3.6,21100
Chevrolet,2016,18.0,3.6,21100
Chevrolet,2016,22.0,2.5,21100
Chevrolet,2016,30.0,1.4,12800
Chevrolet,2016,28.0,1.4,12800
Nissan,2017,21.0,3.5,19999
Chrysler,2017,19.0,3.6,20300
Chrysler,2017,16.0,5.7,20300
Chrysler,2017,19.0,3.6,20300
Dodge,2017,19.0,2.4,16300
Dodge,2017,17.0,3.6,16300
Honda,2017,18.0,3.5,23300
Honda,2017,21.0,3.5,23300
Honda,2017,21.0,3.5,23300
Honda,2017,23.0,2.4,23300
Honda,2017,27.0,2.4,23300
Honda,2017,26.0,2.4,23300
Hyundai,2017,26.0,1.6,11200
Hyundai,2017,27.0,1.6,11200
Hyundai,2016,22.0,2.0,14900
Hyundai,2016,25.0,2.4,14900
Hyundai,2016,28.0,1.6,14900
Lexus,2015,22.0,2.0,27300
Volkswagen,2015,24.0,2.0,12500
Volkswagen,2015,23.0,2.0,12500
Volkswagen,2015,30.0,2.0,12500
Volkswagen,2015,31.0,2.0,12500
Volkswagen,2015,25.0,2.0,12500
Volkswagen,2015,25.0,1.8,12500
Volkswagen,2015,25.0,1.8,12500
Volkswagen,2015,22.0,2.0,12500
Nissan,2017,27.0,2.5,15200
Nissan,2017,22.0,3.5,15200
Dodge,2017,17.0,3.6,16200
Dodge,2017,17.0,3.6,16200
Toyota,2015,23.0,2.5,16999
Dodge,2017,19.0,2.4,15730
Dodge,2017,17.0,3.6,15730
Chevrolet,2015,35.0,1.4,13800
Lexus,2016,13.0,5.7,69780
Kia,2015,24.0,1.6,13895
Kia,2015,24.0,1.6,13895
Kia,2015,23.0,2.0,13895
Hyundai,2016,28.0,1.6,14800
Hyundai,2016,27.0,1.6,14800
Hyundai,2016,26.0,1.6,14800
Hyundai,2016,25.0,1.6,14800
Dodge,2017,17.0,3.6,15900
Dodge,2017,17.0,3.6,15900
Volkswagen,2013,22.0,2.0,17200
Land Rover,2018,21.0,2.0,28999
Volkswagen,2016,25.0,1.8,16100
Volkswagen,2016,24.0,2.0,16100
Volkswagen,2016,23.0,2.0,16100
Volkswagen,2016,25.0,1.8,16100
Volkswagen,2016,28.0,1.4,16100
Volkswagen,2016,28.0,1.4,16100
Toyota,2016,25.0,2.5,16300
Toyota,2016,21.0,3.5,16300
Audi,2014,23.0,2.0,21300
Land Rover,2018,21.0,2.0,29899
Chevrolet,2012,18.0,3.6,20700
Chevrolet,2012,16.0,6.2,20700
Chevrolet,2012,15.0,6.2,20700
Chevrolet,2012,19.0,3.6,20700
Chevrolet,2012,17.0,3.6,20700
Chevrolet,2012,14.0,6.2,20700
Chevrolet,2012,12.0,6.2,20700
Honda,2015,29.0,1.8,15200
Honda,2015,29.0,1.8,15200
Honda,2015,28.0,1.8,15200
Honda,2015,22.0,2.4,15200
Volkswagen,2017,28.0,1.4,12505
Volkswagen,2017,28.0,1.4,12505
Volkswagen,2017,24.0,2.0,12505
Volkswagen,2017,23.0,2.0,12505
Volkswagen,2017,25.0,1.8,12505
Chevrolet,2017,22.0,2.5,16600
Chevrolet,2017,18.0,3.6,16600
Chevrolet,2017,19.0,3.6,16600
Lexus,2016,22.0,2.0,29280
Mitsubishi,2017,33.0,1.2,9600
Mitsubishi,2017,37.0,1.2,9600
Hyundai,2016,28.0,1.8,14600
Hyundai,2016,27.0,1.8,14600
Hyundai,2016,24.0,2.0,14600
Hyundai,2016,24.0,2.0,14600
Toyota,2018,28.0,1.8,15700
Toyota,2018,28.0,1.8,15700
Toyota,2018,27.0,1.8,15700
Hyundai,2016,22.0,2.0,18500
Hyundai,2016,25.0,2.4,18500
Hyundai,2016,28.0,1.6,18500
Dodge,2014,18.0,3.6,14400
Dodge,2014,18.0,3.6,14400
Dodge,2014,15.0,5.7,14400
Dodge,2014,19.0,3.6,14400
Dodge,2014,19.0,3.6,14400
Hyundai,2015,24.0,2.0,11999
Hyundai,2015,24.0,2.0,11999
Hyundai,2015,27.0,1.8,11999
Hyundai,2015,27.0,1.8,11999
Scion,2016,24.0,2.0,20000
Scion,2016,21.0,2.0,20000
Chevrolet,2016,26.0,1.4,15580
Volkswagen,2016,25.0,1.8,15700
Volkswagen,2016,24.0,2.0,15700
Volkswagen,2016,23.0,2.0,15700
Volkswagen,2016,25.0,1.8,15700
Volkswagen,2016,28.0,1.4,15700
Volkswagen,2016,28.0,1.4,15700
Nissan,2017,21.0,3.5,24430
Dodge,2017,17.0,3.6,15500
Dodge,2017,17.0,3.6,15500
Volkswagen,2013,24.0,2.0,13000
Volkswagen,2013,22.0,2.0,13000
Volkswagen,2013,29.0,2.0,13000
Volkswagen,2013,29.0,2.0,13000
Volkswagen,2013,23.0,2.0,13000
Volkswagen,2013,24.0,2.0,13000
Volkswagen,2013,24.0,2.5,13000
Volkswagen,2013,23.0,2.5,13000
Hyundai,2016,28.0,1.8,14200
Hyundai,2016,27.0,1.8,14200
Hyundai,2016,24.0,2.0,14200
Hyundai,2016,24.0,2.0,14200
Toyota,2015,21.0,3.5,20700
Toyota,2016,27.0,1.8,14800
Toyota,2016,28.0,1.8,14800
Toyota,2016,29.0,1.8,14800
Toyota,2016,28.0,1.8,14800
Chrysler,2016,19.0,3.6,17899
Chrysler,2016,19.0,3.6,17899
Chrysler,2016,16.0,5.7,17899
Kia,2018,28.0,1.6,13500
Kia,2018,29.0,1.6,13500
Lexus,2015,22.0,2.0,25855
Hyundai,2016,28.0,1.6,13700
Hyundai,2016,27.0,1.6,13700
Hyundai,2016,26.0,1.6,13700
Hyundai,2016,25.0,1.6,13700
Infiniti,2015,20.0,3.7,21700
Land Rover,2016,20.0,2.0,27999
Buick,2016,21.0,2.0,14700
Buick,2016,20.0,2.0,14700
Buick,2016,21.0,2.4,14700
Toyota,2016,25.0,2.5,16100
Toyota,2016,21.0,3.5,16100
Nissan,2017,27.0,2.5,14200
Nissan,2017,22.0,3.5,14200
Infiniti,2015,20.0,3.7,27400
Volkswagen,2016,21.0,2.0,17700
Toyota,2017,21.0,3.5,17100
Toyota,2017,24.0,2.5,17100
Volkswagen,2017,20.0,2.0,14800
Hyundai,2017,26.0,1.6,12400
Hyundai,2017,25.0,1.6,12400
Hyundai,2017,28.0,1.6,12400
Hyundai,2017,27.0,1.6,12400
Volkswagen,2015,22.0,2.0,13999
Volkswagen,2015,21.0,2.0,13999
Chevrolet,2016,43.0,1.5,23600
Chevrolet,2017,22.0,2.5,20600
Chevrolet,2017,18.0,3.6,20600
Chevrolet,2017,19.0,3.6,20600
Kia,2015,20.0,2.0,14900
Kia,2015,23.0,2.4,14900
Land Rover,2015,14.0,5.0,43855
Land Rover,2015,17.0,3.0,43855
Nissan,2017,31.0,1.6,13100
Nissan,2017,27.0,1.6,13100
Nissan,2017,26.0,1.6,13100
Honda,2018,26.0,1.5,21035
Honda,2018,30.0,1.5,21035
Honda,2018,29.0,1.5,21035
Honda,2018,22.0,2.0,21035
Honda,2018,23.0,2.0,21035
Volkswagen,2014,29.0,2.0,12500
Volkswagen,2014,29.0,2.0,12500
Volkswagen,2014,26.0,1.8,12500
Volkswagen,2014,25.0,1.8,12500
Volkswagen,2014,24.0,2.0,12500
Volkswagen,2014,23.0,2.0,12500
Volkswagen,2014,23.0,2.0,12500
Volkswagen,2014,24.0,2.0,12500
Lexus,2016,22.0,2.0,23400
Nissan,2015,27.0,2.5,12999
Nissan,2015,22.0,3.5,12999
Volkswagen,2017,20.0,2.0,17500
Honda,2017,18.0,3.5,25095
Honda,2017,21.0,3.5,25095
Honda,2017,21.0,3.5,25095
Honda,2017,23.0,2.4,25095
Honda,2017,27.0,2.4,25095
Honda,2017,26.0,2.4,25095
Chrysler,2015,19.0,3.6,18999
Chrysler,2015,16.0,5.7,18999
Chrysler,2015,19.0,3.6,18999
Kia,2016,25.0,1.8,12000
Kia,2016,24.0,2.0,12000
Kia,2016,26.0,1.8,12000
Volkswagen,2013,27.0,2.0,15200
Volkswagen,2013,21.0,2.0,15200
Volkswagen,2013,28.0,2.0,15200
Volkswagen,2013,22.0,2.5,15200
Volkswagen,2013,22.0,2.0,15200
Volkswagen,2013,22.0,2.5,15200
Nissan,2017,27.0,2.5,16100
Nissan,2017,22.0,3.5,16100
Audi,2017,25.0,2.0,27500
Lexus,2015,21.0,3.5,18999
Hyundai,2015,24.0,2.4,18300
Hyundai,2015,22.0,2.0,18300
Hyundai,2015,28.0,1.6,18300
Lexus,2016,21.0,3.5,29400
Nissan,2017,27.0,2.5,15300
Nissan,2017,22.0,3.5,15300
Nissan,2015,27.0,1.8,11400
Nissan,2015,29.0,1.8,11400
Hyundai,2016,28.0,1.8,12300
Hyundai,2016,27.0,1.8,12300
Hyundai,2016,24.0,2.0,12300
Hyundai,2016,24.0,2.0,12300
Chevrolet,2014,24.0,1.8,8000
Chevrolet,2014,26.0,1.8,8000
Chevrolet,2014,28.0,1.4,8000
Chevrolet,2014,27.0,1.4,8000
Lexus,2015,22.0,2.0,26495
Nissan,2017,27.0,2.5,15900
Nissan,2017,22.0,3.5,15900
Lexus,2015,21.0,3.5,18999
Nissan,2016,27.0,2.5,15400
Nissan,2016,22.0,3.5,15400
Cadillac,2015,18.0,3.6,19700
Cadillac,2015,19.0,2.0,19700
Cadillac,2015,21.0,2.0,19700
Cadillac,2015,21.0,2.5,19700
Lexus,2016,20.0,3.5,31800
Infiniti,2015,20.0,3.7,16999
Chrysler,2017,19.0,3.6,17295
Chrysler,2017,16.0,5.7,17295
Chrysler,2017,19.0,3.6,17295
Nissan,2017,21.0,3.5,20300
Dodge,2017,17.0,3.6,16300
Dodge,2017,17.0,3.6,16300
Chevrolet,2016,22.0,2.0,17500
Chevrolet,2016,27.0,1.5,17500
Cadillac,2015,18.0,3.6,22100
Cadillac,2015,19.0,2.0,22100
Cadillac,2015,21.0,2.0,22100
Cadillac,2015,21.0,2.5,22100
Chevrolet,2017,19.0,3.6,21400
Chevrolet,2017,16.0,6.2,21400
Chevrolet,2017,20.0,2.0,21400
Chevrolet,2017,22.0,2.0,21400
Chevrolet,2017,16.0,3.6,21400
Chevrolet,2017,17.0,6.2,21400
Chevrolet,2017,14.0,6.2,21400
Chevrolet,2017,12.0,6.2,21400
BMW,2015,14.0,4.4,57099
Honda,2012,28.0,1.8,12600
Honda,2012,28.0,1.8,12600
Honda,2012,22.0,2.4,12600
Hyundai,2017,26.0,1.6,11200
Hyundai,2017,27.0,1.6,11200
Lexus,2016,21.0,3.5,23499
Chrysler,2016,23.0,2.4,15500
Chrysler,2016,23.0,2.4,15500
Chrysler,2016,19.0,3.6,15500
Volkswagen,2013,24.0,2.0,11800
Volkswagen,2013,22.0,2.0,11800
Volkswagen,2013,29.0,2.0,11800
Volkswagen,2013,29.0,2.0,11800
Volkswagen,2013,23.0,2.0,11800
Volkswagen,2013,24.0,2.0,11800
Volkswagen,2013,24.0,2.5,11800
Volkswagen,2013,23.0,2.5,11800
Nissan,2015,27.0,1.8,14400
Nissan,2015,29.0,1.8,14400
Nissan,2017,27.0,2.5,17400
Nissan,2017,22.0,3.5,17400
Kia,2016,35.0,2.4,16100
Volkswagen,2013,24.0,2.0,11100
Volkswagen,2013,22.0,2.0,11100
